chat_bot,query_num,partial_response_time,total_response_time
rufus,39,2.4567019939422607,28.94501996040344
rufus,40,0.5643441677093506,3.1031301021575928
rufus,1,1.2010118961334229,16.95898675918579
rufus,2,3.385143756866455,17.120261907577515
rufus,3,0.5471439361572266,2.5820059776306152
rufus,4,3.9881701469421382,25.83816719055176
rufus,5,1.312161207199097,27.77448296546936
rufus,6,2.2701098918914795,5.325337171554565
rufus,7,2.9045891761779785,25.332964181900024
rufus,8,3.520592212677002,24.952174186706543
rufus,9,3.0732650756835938,26.528324127197266
rufus,10,3.3134169578552246,11.45684814453125
rufus,11,2.9009130001068115,16.64629817008972
rufus,12,3.994246006011963,15.678989171981812
rufus,13,0.6551871299743652,2.68641996383667
rufus,14,2.6368160247802734,13.824056148529053
rufus,15,3.5053372383117676,21.319134950637817
rufus,16,3.8546700477600098,11.497306108474731
rufus,17,3.001659870147705,20.277615070343018
rufus,18,4.706570863723755,20.99508786201477
rufus,19,4.059257984161377,27.5058810710907
rufus,20,4.917893886566162,10.509153127670288
rufus,21,2.482253074645996,4.524119138717651
rufus,22,2.967031955718994,16.714505910873413
rufus,23,2.192020893096924,4.2224366664886475
rufus,1,2.8276000022888184,12.012979984283447
rufus,2,3.175917863845825,16.911473989486694
rufus,3,3.0915210247039795,18.335991144180294
rufus,4,4.5815110206604,19.33254098892212
rufus,5,2.745613813400269,9.36292314529419
rufus,6,2.373709201812744,4.408825159072876
rufus,7,2.9984030723571777,11.66535711288452
rufus,8,2.611185073852539,20.423757076263428
rufus,9,4.264450788497925,28.162874698638916
rufus,10,4.059091091156006,28.490834951400757
rufus,11,0.4468791484832763,2.4771320819854736
rufus,12,2.511770009994507,8.104322910308838
rufus,13,0.3994050025939941,1.9267690181732176
rufus,14,2.571774959564209,6.129975080490112
rufus,15,4.6279308795928955,12.753644943237305
rufus,16,3.123951196670532,9.740206241607666
rufus,17,3.719022035598755,10.322638988494871
rufus,18,2.7524967193603516,22.14337587356567
rufus,19,3.199437141418457,6.757631063461304
rufus,20,2.721091985702514,29.700710773468018
rufus,21,2.3747329711914062,4.406808853149414
rufus,22,1.5996761322021484,5.161844253540039
rufus,23,2.676480770111084,4.7142016887664795
rufus,24,2.7839548587799072,7.875081777572632
rufus,25,4.1965696811676025,11.838889837265016
rufus,26,1.1891770362854004,9.819257974624634
rufus,27,1.0891389846801758,9.731898069381714
fi,1,9.123778104782104,9.123778104782104
fi,2,13.209591150283812,13.209591150283812
fi,3,7.604501962661743,7.604501962661743
fi,4,8.122203826904297,8.122203826904297
fi,5,7.619408130645752,7.619408130645752
fi,6,7.129253149032593,7.129253149032593
fi,7,8.124895095825195,8.124895095825195
fi,8,7.625023126602173,7.625023126602173
fi,9,8.127344846725464,8.127344846725464
fi,10,7.108499050140381,7.108499050140381
fi,11,10.169275045394896,10.169275045394896
fi,12,9.15056586265564,9.15056586265564
fi,13,11.186676025390623,11.186676025390623
fi,14,8.643525123596191,8.643525123596191
fi,15,7.124882936477661,7.124882936477661
fi,16,7.620968103408813,7.620968103408813
fi,17,10.655762195587158,10.655762195587158
fi,18,8.643451929092407,8.643451929092407
fi,19,9.136567115783691,9.136567115783691
fi,20,11.694318771362305,11.694318771362305
fi,21,10.161264181137083,10.161264181137083
fi,22,15.270355939865112,15.270355939865112
fi,23,11.690472841262816,11.690472841262816
fi,24,9.68318009376526,9.68318009376526
fi,25,9.630497932434082,9.630497932434082
fi,26,9.155485153198242,9.155485153198242
fi,27,9.129712104797363,9.129712104797363
fi,28,9.148396968841553,9.148396968841553
fi,29,10.672893047332764,10.672893047332764
fi,30,11.18434715270996,11.18434715270996
fi,31,8.640134334564209,8.640134334564209
fi,32,9.662211656570436,9.662211656570436
fi,33,13.24989104270935,13.24989104270935
fi,34,10.685070037841797,10.685070037841797
fi,35,11.68299913406372,11.68299913406372
fi,36,11.202385187149048,11.202385187149048
fi,37,12.24947214126587,12.24947214126587
fi,38,10.168242931365969,10.168242931365969
fi,39,10.218689203262327,10.218689203262327
fi,40,12.204208135604858,12.204208135604858
fi,41,14.241111040115356,14.241111040115356
fi,42,12.726768255233765,12.726768255233765
fi,43,11.171541213989258,11.171541213989258
fi,44,10.163185834884644,10.163185834884644
fi,45,10.188613176345823,10.188613176345823
fi,46,13.226290941238403,13.226290941238403
fi,47,13.705933094024658,13.705933094024658
fi,48,9.149379014968872,9.149379014968872
fi,49,13.757474899291992,13.757474899291992
fi,50,12.221724033355711,12.221724033355711
fi,51,14.237406969070436,14.237406969070436
fi,52,11.195929050445557,11.195929050445557
fi,53,12.232597827911375,12.232597827911375
fi,54,19.34341597557068,19.34341597557068
fi,55,15.275952100753784,15.275952100753784
fi,56,16.302765130996704,16.302765130996704
fi,57,12.24422001838684,12.24422001838684
fi,58,11.718152046203612,11.718152046203612
fi,59,12.24210000038147,12.24210000038147
fi,60,0.5142199993133545,0.5142199993133545
fi,61,16.338011026382446,16.338011026382446
fi,1,9.13713312149048,9.13713312149048
fi,2,7.616769075393677,7.616769075393677
fi,3,9.644866704940796,9.644866704940796
fi,4,8.136101245880127,8.136101245880127
fi,5,7.607601881027222,7.607601881027222
fi,6,8.1280677318573,8.1280677318573
fi,7,7.104027032852173,7.104027032852173
fi,8,9.664451122283936,9.664451122283936
fi,9,10.669862985610962,10.669862985610962
fi,10,7.104865074157715,7.104865074157715
fi,11,7.112761974334717,7.112761974334717
fi,12,11.692909002304075,11.692909002304075
fi,13,9.642114162445068,9.642114162445068
fi,14,8.139152765274048,8.139152765274048
fi,15,1.0116760730743408,1.0116760730743408
fi,16,12.710153102874756,12.710153102874756
fi,17,8.626209735870361,8.626209735870361
fi,18,9.146416187286375,9.146416187286375
fi,19,8.638653993606567,8.638653993606567
fi,20,8.143383979797363,8.143383979797363
fi,21,7.121137857437134,7.121137857437134
fi,22,8.13815975189209,8.13815975189209
